3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
3, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 0
4, 1
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 2
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 1
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
5, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 2
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
6, 0
7, 0
7, 0
7, 0
7, 0
7, 1
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 1
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
7, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 1
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
8, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 3
9, 0
9, 0
9, 1
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 1
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 1
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
10, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 1
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 1
12, 1
12, 0
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 1
12, 0
12, 0
12, 0
12, 0
12, 1
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
12, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 1
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
13, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 1
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 3
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
14, 0
15, 0
15, 0
15, 0
15, 0
15, 1
15, 1
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 1
15, 1
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 1
15, 1
15, 0
15, 0
15, 1
15, 0
15, 1
15, 1
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 0
15, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 0
16, 1
16, 0
16, 0
16, 0
16, 1
16, 1
16, 0
16, 0
16, 0
16, 0
16, 1
16, 0
16, 1
16, 0
16, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 1
16, 0
16, 0
16, 0
16, 0
16, 0
16, 1
16, 0
16, 0
16, 0
16, 1
16, 0
16, 3
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
16, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 1
17, 0
17, 0
17, 1
17, 1
17, 0
17, 1
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 1
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 1
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 1
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
17, 0
18, 0
18, 0
18, 1
18, 1
18, 0
18, 0
18, 0
18, 0
18, 2
18, 0
18, 0
18, 0
18, 1
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 1
18, 1
18, 0
18, 0
18, 1
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 0
18, 0
18, 0
18, 1
18, 1
18, 0
18, 0
18, 1
18, 1
18, 0
18, 0
18, 1
18, 0
18, 0
18, 1
18, 0
18, 0
18, 0
18, 1
18, 0
18, 1
18, 0
18, 0
18, 0
18, 1
18, 0
18, 1
18, 0
18, 1
18, 0
18, 1
18, 1
18, 1
18, 0
18, 0
18, 0
18, 1
18, 0
18, 0
18, 1
19, 1
19, 1
19, 1
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 1
19, 0
19, 1
19, 1
19, 1
19, 1
19, 1
19, 0
19, 1
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 1
19, 1
19, 1
19, 0
19, 0
19, 0
19, 1
19, 1
19, 0
19, 1
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 1
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 0
19, 0
19, 1
19, 0
19, 0
19, 1
19, 0
19, 1
19, 1
19, 0
19, 0
19, 0
19, 1
19, 1
19, 0
19, 0
19, 0
19, 0
20, 0
20, 0
20, 0
20, 1
20, 1
20, 0
20, 1
20, 1
20, 0
20, 0
20, 1
20, 1
20, 1
20, 0
20, 1
20, 0
20, 0
20, 1
20, 0
20, 0
20, 0
20, 1
20, 1
20, 1
20, 1
20, 1
20, 1
20, 1
20, 0
20, 0
20, 0
20, 0
20, 0
20, 1
20, 0
20, 1
20, 0
20, 0
20, 0
20, 0
20, 0
20, 1
20, 0
20, 0
20, 0
20, 0
20, 0
20, 0
20, 1
20, 0
20, 0
20, 1
20, 1
20, 1
20, 1
20, 0
20, 0
20, 1
20, 1
20, 1
20, 1
20, 1
20, 0
20, 0
20, 0
20, 0
20, 1
20, 1
20, 0
20, 1
20, 1
20, 0
20, 1
21, 1
21, 1
21, 0
21, 1
21, 0
21, 1
21, 1
21, 0
21, 0
21, 1
21, 0
21, 0
21, 1
21, 0
21, 0
21, 0
21, 0
21, 1
21, 0
21, 0
21, 1
21, 1
21, 1
21, 1
21, 0
21, 0
21, 0
21, 0
21, 0
21, 0
21, 1
21, 1
21, 1
21, 0
21, 0
21, 1
21, 0
21, 0
21, 1
21, 0
21, 1
21, 0
21, 1
21, 1
21, 1
21, 1
21, 1
21, 1
21, 1
21, 1
21, 0
21, 0
21, 1
21, 1
21, 0
21, 0
21, 1
21, 1
21, 1
21, 0
21, 0
21, 0
21, 1
21, 1
21, 1
21, 0
21, 0
21, 1
21, 1
21, 1
21, 1
21, 1
21, 1
21, 1
22, 1
22, 1
22, 1
22, 1
22, 0
22, 1
22, 0
22, 1
22, 1
22, 1
22, 1
22, 0
22, 1
22, 0
22, 1
22, 0
22, 1
22, 0
22, 0
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 0
22, 1
22, 1
22, 0
22, 1
22, 1
22, 1
22, 1
22, 0
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 0
22, 1
22, 2
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 1
22, 0
22, 0
22, 0
22, 1
22, 0
22, 0
22, 1
22, 1
22, 0
22, 0
22, 1
22, 1
22, 1
22, 0
22, 1
22, 0
22, 1
22, 0
22, 1
23, 0
23, 0
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 0
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 2
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 0
23, 1
23, 1
23, 0
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 0
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 0
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
23, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 0
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 0
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 0
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
24, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 2
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
25, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
26, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
27, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
28, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 2
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
29, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
30, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 3
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
31, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 3
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
32, 1
33, 1
33, 1
33, 2
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 2
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
33, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 2
34, 1
34, 1
34, 2
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
34, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 2
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 1
35, 2
35, 1
35, 1
35, 1
35, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
36, 1
